task_id,iamfloc,pve_id,wo_id,title,project_manager,project_manager_phone,status,project_type,resident_engineer,address_street,street_from,street_to,council_district,community_planning_area,funclass,length,width,date_moratorium,date_start,date_end,paving_miles,pci_16,pci23,days_to_inspection,years_to_inspection,pci_before,pci_after_repair,pci_degradation,degradation_per_year,years_until_threshold
133575,SS-032247-PV1,901345,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,CHAMISE VISTA LN,MONTEZ VILLA RD,SILVERBUSH CREEK ST,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,582,36.0,2016-07-05,2016-07-05,2016-07-05,0.1102272727272727,98.0,83.32,2522,6.9048596851471595,97.97675376088678,97.97675376088678,14.656753760886787,2.1226722090261294,2.3555214878391295
133573,SS-032244-PV1,901347,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,SAGE MESA RD,MONTEZ VILLA RD,QUAIL RUN ST,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,314,36.0,2016-07-05,2016-07-05,2016-07-05,0.0594696969696969,98.0,69.11,2522,6.9048596851471595,97.95425178147268,97.95425178147268,28.84425178147268,4.177384204275533,1.1969212683100883
133569,SS-025828-PV1,923231,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,SUNDANCE CT,BEGIN,SUNDANCE AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,623,30.0,2016-07-05,2016-07-05,2016-07-05,0.1179924242424242,56.35,84.98,2522,6.9048596851471595,56.395336500395885,56.395336500395885,-28.58466349960412,-4.13978919239905,500.0
133603,SS-000539-PV1,921859,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,26TH ST,J ST,ISLAND AV,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,389,40.0,2016-07-06,2016-07-06,2016-07-06,0.0736742424242424,86.44,74.83,2521,6.9021218343600275,86.4170190023753,86.4170190023753,11.5870190023753,1.6787618764845609,2.978385481608823
133583,SS-026759-PV1,923369,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TRAIL DUST AV,OLD WEST WY,TWIN TRAILS DR,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,1067,36.0,2016-07-06,2016-07-06,2016-07-06,0.2020833333333333,69.15,65.55,2521,6.9021218343600275,69.14287410926366,69.14287410926366,3.5928741092636614,0.5205463182897867,9.605293178188447
133586,SS-031064-PV1,901569,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ENTREKEN WY,AUBURN RIDGE WY,AUBURN RIDGE WY,5,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,1070,40.0,2016-07-06,2016-07-06,2016-07-06,0.2026515151515151,91.05,84.46,2521,6.9021218343600275,91.03695566112431,91.03695566112431,6.576955661124316,0.95288895486936,5.247201129207647
133585,SS-026761-PV1,923379,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TRAIL DUST AV,OLD WEST AV,RIFLE WY,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,663,36.0,2016-07-06,2016-07-06,2016-07-06,0.1255681818181818,46.61,74.8,2521,6.9021218343600275,46.66579968329374,46.66579968329374,-28.134200316706256,-4.076166864608076,500.0
133601,SS-000530-PV1,921919,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,25TH ST,CESAR E CHAVEZ PY,IMPERIAL AV,8,SOUTHEASTERN SAN DIEGO,CL 2 LANE COLLECTOR,390,60.0,2016-07-06,2016-07-06,2016-07-06,0.1477272727272727,61.86,61.79,2521,6.9021218343600275,61.85986144101346,61.85986144101346,0.06986144101345815,0.010121733966745573,493.986506306848
133598,SS-014291-PV1,918947,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,ISLAND AV,29TH ST,DODSON ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,285,40.0,2016-07-06,2016-07-06,2016-07-06,0.0539772727272727,88.0,84.7,2521,6.9021218343600275,87.99346793349169,87.99346793349169,3.2934679334916837,0.4771674584323036,10.47850164893287
133602,SS-000529-PV1,921905,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,25TH ST,IMPERIAL AV,L ST,8,SOUTHEASTERN SAN DIEGO,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,378,60.0,2016-07-06,2016-07-06,2016-07-06,0.1431818181818181,83.07,64.93,2521,6.9021218343600275,83.0340934283452,83.0340934283452,18.104093428345195,2.6229750593824206,1.906232383763973
133581,SS-025813-PV1,923230,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,SUNDANCE AV,SUNDANCE CT,ROWLETT AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,292,40.0,2016-07-06,2016-07-06,2016-07-06,0.0553030303030303,65.99,64.24,2521,6.9021218343600275,65.98653602533649,65.98653602533649,1.7465360253364963,0.2530433491686455,19.75946025227344
133579,SS-009118-PV1,923293,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DERON AV,CAROLEE AV,PAGEANT AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,256,36.0,2016-07-06,2016-07-06,2016-07-06,0.0484848484848484,56.93,66.73,2521,6.9021218343600275,56.9493982581156,56.9493982581156,-9.780601741884404,-1.4170427553444183,500.0
133578,SS-009117-PV1,923291,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DERON AV,SUNDANCE AV,CAROLEE AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,388,36.0,2016-07-06,2016-07-06,2016-07-06,0.0734848484848484,51.81,78.7,2521,6.9021218343600275,51.86322644497229,51.86322644497229,-26.836773555027712,-3.888191805225653,500.0
133591,SS-032242-PV1,901350,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,QUAIL RUN ST,LOPELIA MEADOWS PL,SAGE MESA RD,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,380,36.0,2016-07-06,2016-07-06,2016-07-06,0.0719696969696969,91.5,67.28,2521,6.9021218343600275,91.45205859065716,91.45205859065716,24.17205859065716,3.5021199524940605,1.4277066656266908
133584,SS-026760-PV1,923373,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TRAIL DUST AV,RIFLE WY,OLD WEST WY,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,275,36.0,2016-07-06,2016-07-06,2016-07-06,0.0520833333333333,49.0,77.41,2521,6.9021218343600275,49.0562351543943,49.0562351543943,-28.353764845605696,-4.107978028503562,500.0
133587,SS-032204-PV1,903969,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ZINNIA HILLS PL,VALERIAN VISTA PL,QUAIL RUN ST,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,267,36.0,2016-07-06,2016-07-06,2016-07-06,0.0505681818181818,99.5,70.29,2521,6.9021218343600275,99.44218131433095,99.44218131433095,29.152181314330946,4.2236549881235135,1.1838088134706763
133589,SS-032214-PV1,903971,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,QUAIL RUN ST,HYACINTH HILLS WY,MARGUERITE CREEK WY,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,274,36.0,2016-07-06,2016-07-06,2016-07-06,0.0518939393939393,96.47,78.2,2521,6.9021218343600275,96.43383610451306,96.43383610451306,18.23383610451306,2.6417725653206645,1.8926686065395975
133590,SS-032215-PV1,903967,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,QUAIL RUN ST,MARGUERITE CREEK WY,LOPELIA MEADOWS PL,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,295,36.0,2016-07-06,2016-07-06,2016-07-06,0.0558712121212121,91.5,92.45,2521,6.9021218343600275,91.50188044338876,91.50188044338876,-0.9481195566112461,-0.13736638954869404,500.0
133596,SS-031927-PV1,914576,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,GINGER GLEN RD,ASTER MEADOWS PL,BLAZING STAR LN,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,303,34.0,2016-07-06,2016-07-06,2016-07-06,0.0573863636363636,98.0,92.0,2521,6.9021218343600275,97.98812351543943,97.98812351543943,5.988123515439426,0.8675771971496431,5.7631759069130775
133580,SS-010384-PV1,923201,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ENTREKEN AV,ENTREKEN WY,BAVARIAN DR,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,1063,36.0,2016-07-06,2016-07-06,2016-07-06,0.2013257575757575,38.46,64.54,2521,6.9021218343600275,38.51162311955661,38.51162311955662,-26.02837688044339,-3.771068883610451,500.0
133599,SS-014292-PV1,918948,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,ISLAND AV,HOITT ST,29TH ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,276,40.0,2016-07-06,2016-07-06,2016-07-06,0.0522727272727272,92.36,82.48,2521,6.9021218343600275,92.34044338875692,92.34044338875692,9.86044338875692,1.4286104513064122,3.499904396910776
133588,SS-032213-PV1,903974,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,QUAIL RUN ST,ZINNIA HILLS PL,HYACINTH HILLS WY,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,265,36.0,2016-07-06,2016-07-06,2016-07-06,0.0501893939393939,99.5,78.25,2521,6.9021218343600275,99.45793745051465,99.45793745051465,21.20793745051465,3.072669239904988,1.6272496678342794
133595,SS-031836-PV1,914571,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,VILLAGE CENTER LOOP RD,CARMEL VALLEY RD,END,1,PACIFIC HIGHLANDS RANCH,CL 2 LANE SUB-COLLECTOR,2425,80.0,2016-07-06,2016-07-06,2016-07-06,0.918560606060606,95.32,82.54,2521,6.9021218343600275,95.29470308788598,95.29470308788598,12.754703087885972,1.847939429928739,2.705716388222103
133592,SS-032251-PV1,901338,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MONTEZ VILLA RD,SAGE MESA RD,ARROYO DALE LN,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,318,36.0,2016-07-06,2016-07-06,2016-07-06,0.0602272727272727,99.5,57.68,2521,6.9021218343600275,99.41722090261283,99.41722090261283,41.737220902612826,6.047013064133017,0.8268545060133534
133594,SS-032253-PV1,901339,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MONTEZ VILLA RD,CHAMISE VISTA LN,GOLDEN CYPRESS PL,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,278,36.0,2016-07-06,2016-07-06,2016-07-06,0.0526515151515151,99.5,75.5,2521,6.9021218343600275,99.45249406175772,99.45249406175772,23.95249406175772,3.4703087885985746,1.4407939767282685
133582,SS-026565-PV1,923194,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TOGAN AV,SUNDANCE AV,DERON AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,867,36.0,2016-07-06,2016-07-06,2016-07-06,0.1642045454545454,60.21,71.51,2521,6.9021218343600275,60.23236737925574,60.23236737925574,-11.277632620744264,-1.6339370546318295,500.0
133593,SS-032252-PV1,901341,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MONTEZ VILLA RD,ARROYO DALE LN,CHAMISE VISTA LN,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,278,36.0,2016-07-06,2016-07-06,2016-07-06,0.0526515151515151,99.5,75.37,2521,6.9021218343600275,99.45223673792557,99.45223673792557,24.08223673792557,3.4891062945368163,1.4330317215697657
133597,SS-014296-PV1,918955,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,ISLAND AV,DODSON ST,30TH ST,8,SOUTHEASTERN SAN DIEGO,RES RESIDENTIAL LOCAL STREET,280,40.0,2016-07-06,2016-07-06,2016-07-06,0.053030303030303,52.0,67.24,2521,6.9021218343600275,52.030166270783845,52.03016627078385,-15.209833729216143,-2.2036460807600937,500.0
133613,SS-023656-PV1,923210,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ROWLETT AV,SUNDANCE AV,CAROLEE AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,293,36.0,2016-07-07,2016-07-07,2016-07-07,0.0554924242424242,51.21,64.47,2520,6.899383983572895,51.241496437054636,51.241496437054636,-13.228503562945363,-1.9173456057007119,500.0
133621,SS-031565-PV1,934789,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DEL MAR MESA RD,AQUITAINE CT,LORIENT CT,1,DEL MAR MESA,CL 2 LANE SUB-COLLECTOR,633,25.0,2016-07-07,2016-07-07,2016-07-07,0.1198863636363636,94.34,74.21,2520,6.899383983572895,94.29218527315915,94.29218527315915,20.082185273159155,2.910721496437056,1.7177871555627633
133612,SS-010396-PV1,923202,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ENTREKEN WY,CARMEL MTN RD,ENTREKEN AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,197,40.0,2016-07-07,2016-07-07,2016-07-07,0.037310606060606,74.2,73.59,2520,6.899383983572895,74.19855106888362,74.19855106888362,0.6085510688836138,0.08820368171021425,56.68697613357091
133611,SS-010393-PV1,901409,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ENTREKEN WY,AUBURN RIDGE WY,RUSSET LEAF LN,5,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,271,40.0,2016-07-07,2016-07-07,2016-07-07,0.0513257575757575,84.27,78.38,2520,6.899383983572895,84.25600950118765,84.25600950118765,5.876009501187653,0.8516716152019008,5.870807375463229
133617,SS-032249-PV1,901337,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,GOLDEN CYPRESS PL,SILVERBUSH CREEK ST,MONTEZ VILLA RD,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,663,36.0,2016-07-07,2016-07-07,2016-07-07,0.1255681818181818,91.54,75.23,2520,6.899383983572895,91.50125890736342,91.50125890736342,16.271258907363418,2.358364014251781,2.1201137609735405
133622,SS-031566-PV1,934790,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DEL MAR MESA RD,LORIENT CT,ANGOULEME CT,1,DEL MAR MESA,CL 2 LANE SUB-COLLECTOR,144,25.0,2016-07-07,2016-07-07,2016-07-07,0.0272727272727272,58.0,77.25,2520,6.899383983572895,58.045724465558195,58.045724465558195,-19.204275534441805,-2.7834768408551067,500.0
133624,SS-031569-PV1,900743,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,LORIENT CT,BEGIN,DEL MAR MESA RD,1,DEL MAR MESA,RES RESIDENTIAL LOCAL STREET,135,28.0,2016-07-07,2016-07-07,2016-07-07,0.0255681818181818,56.0,98.4,2520,6.899383983572895,56.10071258907364,56.10071258907363,-42.299287410926375,-6.130878859857483,500.0
133614,SS-023657-PV1,923212,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ROWLETT AV,PAGEANT AV,DERON AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,291,36.0,2016-07-07,2016-07-07,2016-07-07,0.0551136363636363,56.0,74.82,2520,6.899383983572895,56.044703087885985,56.044703087885985,-18.77529691211401,-2.7213004750593814,500.0
133606,SS-003657-PV1,923195,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BAVARIAN DR,ENTREKEN AV,SPARREN AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,256,36.0,2016-07-07,2016-07-07,2016-07-07,0.0484848484848484,60.89,65.84,2520,6.899383983572895,60.901757719714965,60.901757719714965,-4.9382422802850385,-0.7157511876484565,500.0
133607,SS-003658-PV1,923224,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BAVARIAN DR,BAVARIAN WY,ENTREKEN AV,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,850,36.0,2016-07-07,2016-07-07,2016-07-07,0.1609848484848484,43.43,67.96,2520,6.899383983572895,43.488266033254156,43.488266033254156,-24.471733966745838,-3.5469447743467923,500.0
133608,SS-003662-PV1,923225,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BAVARIAN WY,ENTREKEN AV,BAVARIAN DR,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,273,36.0,2016-07-07,2016-07-07,2016-07-07,0.0517045454545454,54.6,75.09,2520,6.899383983572895,54.648669833729215,54.648669833729215,-20.441330166270788,-2.9627761282660336,500.0
133609,SS-005368-PV1,901411,S1601,SLURRY SEAL GROUP 1601,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,CALDERON RD,CARMEL MTN RD,ENTREKEN WY,5,RANCHO PENASQUITOS,RES RESIDENTIAL LOCAL STREET,523,34.0,2016-07-07,2016-07-07,2016-07-07,0.0990530303030303,88.78,89.2,2520,6.899383983572895,88.78099762470309,88.78099762470309,-0.41900237529691253,-0.06073040380047512,500.0
133620,SS-024847-PV1,900583,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DEL MAR MESA RD,CARMEL COUNTRY RD,END,1,DEL MAR MESA,CL 2 LANE SUB-COLLECTOR,3714,32.0,2016-07-07,2016-07-07,2016-07-07,0.7034090909090909,63.39,70.19,2520,6.899383983572895,63.40615201900238,63.40615201900238,-6.783847980997621,-0.9832541567695956,500.0
133619,SS-031835-PV1,903965,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ZINNIA HILLS PL,CARMEL VALLEY RD,BLUE DAWN TL,1,PACIFIC HIGHLANDS RANCH,CL 2 LANE SUB-COLLECTOR,481,40.0,2016-07-07,2016-07-07,2016-07-07,0.0910984848484848,99.5,90.15,2520,6.899383983572895,99.47779097387173,99.47779097387173,9.327790973871728,1.351974465558194,3.6982946996233648
133626,SS-031674-PV1,934945,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MESA NORTE DR,BEGIN,DEL VINO CT,1,DEL MAR MESA,RES RESIDENTIAL LOCAL STREET,1214,30.0,2016-07-07,2016-07-07,2016-07-07,0.2299242424242424,94.03,81.8,2520,6.899383983572895,94.00095011876485,94.00095011876485,12.200950118764851,1.7684115201900246,2.827396193088996
133625,SS-031570-PV1,900744,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ANGOULEME CT,DEL MAR MESA RD,END,1,DEL MAR MESA,RES RESIDENTIAL LOCAL STREET,454,28.0,2016-07-07,2016-07-07,2016-07-07,0.0859848484848484,66.72,83.1,2520,6.899383983572895,66.75890736342042,66.75890736342043,-16.34109263657956,-2.3684857482185255,500.0
133616,SS-032248-PV1,901340,S1602,SLURRY SEAL GROUP 1602,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,GOLDEN CYPRESS PL,CARMEL VALLEY RD,SILVERBUSH CREEK ST,1,PACIFIC HIGHLANDS RANCH,RES RESIDENTIAL LOCAL STREET,204,36.0,2016-07-07,2016-07-07,2016-07-07,0.0386363636363636,91.5,84.04,2520,6.899383983572895,91.48228028503563,91.48228028503563,7.442280285035622,1.078687648456056,4.635262123522583
